Date,Product,Sales,Type,Lower_Bound,Upper_Bound
2021-10-25,Product A,419,Actual,419,419
2021-10-26,Product A,446,Actual,446,446
2021-10-27,Product A,444,Actual,444,444
2021-10-28,Product A,431,Actual,431,431
2021-10-29,Product A,440,Actual,440,440
2021-10-30,Product A,430,Actual,430,430
2021-10-31,Product A,420,Actual,420,420
2021-11-01,Product A,422,Actual,422,422
2021-11-02,Product A,435,Actual,435,435
2021-11-03,Product A,440,Actual,440,440
2021-11-04,Product A,424,Actual,424,424
2021-11-05,Product A,414,Actual,414,414
2021-11-06,Product A,425,Actual,425,425
2021-11-07,Product A,416,Actual,416,416
2021-11-08,Product A,433,Actual,433,433
2021-11-09,Product A,436,Actual,436,436
2021-11-10,Product A,445,Actual,445,445
2021-11-11,Product A,432,Actual,432,432
2021-11-12,Product A,423,Actual,423,423
2021-11-13,Product A,421,Actual,421,421
2021-11-14,Product A,416,Actual,416,416
2021-11-15,Product A,438,Actual,438,438
2021-11-16,Product A,449,Actual,449,449
2021-11-17,Product A,458,Actual,458,458
2021-11-18,Product A,446,Actual,446,446
2021-11-19,Product A,438,Actual,438,438
2021-11-20,Product A,411,Actual,411,411
2021-11-21,Product A,419,Actual,419,419
2021-11-22,Product A,438,Actual,438,438
2021-11-23,Product A,451,Actual,451,451
2021-11-24,Product A,462,Actual,462,462
2021-11-25,Product A,454,Actual,454,454
2021-11-26,Product A,443,Actual,443,443
2021-11-27,Product A,436,Actual,436,436
2021-11-28,Product A,438,Actual,438,438
2021-11-29,Product A,448,Actual,448,448
2021-11-30,Product A,458,Actual,458,458
2021-12-01,Product A,451,Actual,451,451
2021-12-02,Product A,457,Actual,457,457
2021-12-03,Product A,436,Actual,436,436
2021-12-04,Product A,419,Actual,419,419
2021-12-05,Product A,437,Actual,437,437
2021-12-06,Product A,462,Actual,462,462
2021-12-07,Product A,484,Actual,484,484
2021-12-08,Product A,460,Actual,460,460
2021-12-09,Product A,456,Actual,456,456
2021-12-10,Product A,438,Actual,438,438
2021-12-11,Product A,435,Actual,435,435
2021-12-12,Product A,448,Actual,448,448
2021-12-13,Product A,455,Actual,455,455
2021-12-14,Product A,477,Actual,477,477
2021-12-15,Product A,475,Actual,475,475
2021-12-16,Product A,463,Actual,463,463
2021-12-17,Product A,458,Actual,458,458
2021-12-18,Product A,449,Actual,449,449
2021-12-19,Product A,439,Actual,439,439
2021-12-20,Product A,465,Actual,465,465
2021-12-21,Product A,476,Actual,476,476
2021-12-22,Product A,484,Actual,484,484
2021-12-23,Product A,477,Actual,477,477
2021-12-24,Product A,446,Actual,446,446
2021-12-25,Product A,449,Actual,449,449
2021-12-26,Product A,461,Actual,461,461
2021-12-27,Product A,451,Actual,451,451
2021-12-28,Product A,514,Actual,514,514
2021-12-29,Product A,479,Actual,479,479
2021-12-30,Product A,475,Actual,475,475
2021-12-31,Product A,486,Actual,486,486
2022-01-01,Product A,466,Actual,466,466
2022-01-02,Product A,478,Actual,478,478
2022-01-03,Product A,470,Actual,470,470
2022-01-04,Product A,492,Actual,492,492
2022-01-05,Product A,494,Actual,494,494
2022-01-06,Product A,485,Actual,485,485
2022-01-07,Product A,478,Actual,478,478
2022-01-08,Product A,470,Actual,470,470
2022-01-09,Product A,472,Actual,472,472
2022-01-10,Product A,457,Actual,457,457
2022-01-11,Product A,477,Actual,477,477
2022-01-12,Product A,523,Actual,523,523
2022-01-13,Product A,490,Actual,490,490
2022-01-14,Product A,466,Actual,466,466
2022-01-15,Product A,484,Actual,484,484
2022-01-16,Product A,471,Actual,471,471
2022-01-17,Product A,478,Actual,478,478
2022-01-18,Product A,504,Actual,504,504
2022-01-19,Product A,496,Actual,496,496
2022-01-20,Product A,492,Actual,492,492
2022-01-21,Product A,485,Actual,485,485
2022-01-22,Product A,473,Actual,473,473
2022-01-23,Product A,478,Actual,478,478
2022-01-24,Product A,498,Actual,498,498
2022-01-25,Product A,508,Actual,508,508
2022-01-26,Product A,495,Actual,495,495
2022-01-27,Product A,503,Actual,503,503
2022-01-28,Product A,486,Actual,486,486
2022-01-29,Product A,483,Actual,483,483
2022-01-30,Product A,492,Actual,492,492
2022-01-31,Product A,499,Actual,499,499
2022-02-01,Product A,492,Actual,492,492
2022-02-02,Product A,501,Actual,501,501
2022-02-03,Product A,513,Actual,513,513
2022-02-04,Product A,501,Actual,501,501
2022-02-05,Product A,503,Actual,503,503
2022-02-06,Product A,494,Actual,494,494
2022-02-07,Product A,515,Actual,515,515
2022-02-08,Product A,526,Actual,526,526
2022-02-09,Product A,523,Actual,523,523
2022-02-10,Product A,499,Actual,499,499
2022-02-11,Product A,493,Actual,493,493
2022-02-12,Product A,479,Actual,479,479
2022-02-13,Product A,490,Actual,490,490
2022-02-14,Product A,532,Actual,532,532
2022-02-15,Product A,522,Actual,522,522
2022-02-16,Product A,539,Actual,539,539
2022-02-17,Product A,528,Actual,528,528
2022-02-18,Product A,500,Actual,500,500
2022-02-19,Product A,491,Actual,491,491
2022-02-20,Product A,504,Actual,504,504
2022-02-21,Product A,511,Actual,511,511
2022-02-22,Product A,530,Actual,530,530
2022-02-23,Product A,514,Actual,514,514
2022-02-24,Product A,529,Actual,529,529
2022-02-25,Product A,514,Actual,514,514
2022-02-26,Product A,518,Actual,518,518
2022-02-27,Product A,500,Actual,500,500
2022-02-28,Product A,517,Actual,517,517
2022-03-01,Product A,516,Actual,516,516
2022-03-02,Product A,546,Actual,546,546
2022-03-03,Product A,531,Actual,531,531
2022-03-04,Product A,500,Actual,500,500
2022-03-05,Product A,516,Actual,516,516
2022-03-06,Product A,526,Actual,526,526
2022-03-07,Product A,519,Actual,519,519
2022-03-08,Product A,540,Actual,540,540
2022-03-09,Product A,531,Actual,531,531
2022-03-10,Product A,511,Actual,511,511
2022-03-11,Product A,503,Actual,503,503
2022-03-12,Product A,507,Actual,507,507
2022-03-13,Product A,521,Actual,521,521
2022-03-14,Product A,544,Actual,544,544
2022-03-15,Product A,547,Actual,547,547
2022-03-16,Product A,543,Actual,543,543
2022-03-17,Product A,543,Actual,543,543
2022-03-18,Product A,515,Actual,515,515
2022-03-19,Product A,511,Actual,511,511
2022-03-20,Product A,533,Actual,533,533
2022-03-21,Product A,539,Actual,539,539
2022-03-22,Product A,553,Actual,553,553
2022-03-23,Product A,536,Actual,536,536
2022-03-24,Product A,525,Actual,525,525
2022-03-25,Product A,522,Actual,522,522
2022-03-26,Product A,515,Actual,515,515
2022-03-27,Product A,512,Actual,512,512
2022-03-28,Product A,548,Actual,548,548
2022-03-29,Product A,547,Actual,547,547
2022-03-30,Product A,539,Actual,539,539
2022-03-31,Product A,541,Actual,541,541
2022-04-01,Product A,524,Actual,524,524
2022-04-02,Product A,506,Actual,506,506
2022-04-03,Product A,522,Actual,522,522
2022-04-04,Product A,544,Actual,544,544
2022-04-05,Product A,553,Actual,553,553
2022-04-06,Product A,548,Actual,548,548
2022-04-07,Product A,561,Actual,561,561
2022-04-08,Product A,519,Actual,519,519
2022-04-09,Product A,515,Actual,515,515
2022-04-10,Product A,526,Actual,526,526
2022-04-11,Product A,541,Actual,541,541
2022-04-12,Product A,557,Actual,557,557
2022-04-13,Product A,548,Actual,548,548
2022-04-14,Product A,541,Actual,541,541
2022-04-15,Product A,530,Actual,530,530
2022-04-16,Product A,518,Actual,518,518
2022-04-17,Product A,546,Actual,546,546
2022-04-18,Product A,534,Actual,534,534
2022-04-19,Product A,544,Actual,544,544
2022-04-20,Product A,558,Actual,558,558
2022-04-21,Product A,547,Actual,547,547
2022-04-22,Product A,542,Actual,542,542
2022-04-23,Product A,530,Actual,530,530
2022-04-24,Product A,526,Actual,526,526
2022-04-25,Product A,548,Actual,548,548
2022-04-26,Product A,559,Actual,559,559
2022-04-27,Product A,543,Actual,543,543
2022-04-28,Product A,527,Actual,527,527
2022-04-29,Product A,533,Actual,533,533
2022-04-30,Product A,519,Actual,519,519
2022-05-01,Product A,517,Actual,517,517
2022-05-02,Product A,541,Actual,541,541
2022-05-03,Product A,550,Actual,550,550
2022-05-04,Product A,546,Actual,546,546
2022-05-05,Product A,542,Actual,542,542
2022-05-06,Product A,532,Actual,532,532
2022-05-07,Product A,504,Actual,504,504
2022-05-08,Product A,532,Actual,532,532
2022-05-09,Product A,529,Actual,529,529
2022-05-10,Product A,562,Actual,562,562
2022-05-11,Product A,555,Actual,555,555
2022-05-12,Product A,526,Actual,526,526
2022-05-13,Product A,521,Actual,521,521
2022-05-14,Product A,508,Actual,508,508
2022-05-15,Product A,543,Actual,543,543
2022-05-16,Product A,528,Actual,528,528
2022-05-17,Product A,538,Actual,538,538
2022-05-18,Product A,546,Actual,546,546
2022-05-19,Product A,543,Actual,543,543
2022-05-20,Product A,518,Actual,518,518
2022-05-21,Product A,493,Actual,493,493
2022-05-22,Product A,523,Actual,523,523
2022-05-23,Product A,543,Actual,543,543
2022-05-24,Product A,542,Actual,542,542
2022-05-25,Product A,545,Actual,545,545
2022-05-26,Product A,516,Actual,516,516
2022-05-27,Product A,516,Actual,516,516
2022-05-28,Product A,517,Actual,517,517
2022-05-29,Product A,517,Actual,517,517
2022-05-30,Product A,533,Actual,533,533
2022-05-31,Product A,536,Actual,536,536
2022-06-01,Product A,535,Actual,535,535
2022-06-02,Product A,533,Actual,533,533
2022-06-03,Product A,515,Actual,515,515
2022-06-04,Product A,519,Actual,519,519
2022-06-05,Product A,515,Actual,515,515
2022-06-06,Product A,518,Actual,518,518
2022-06-07,Product A,532,Actual,532,532
2022-06-08,Product A,536,Actual,536,536
2022-06-09,Product A,515,Actual,515,515
2022-06-10,Product A,529,Actual,529,529
2022-06-11,Product A,530,Actual,530,530
2022-06-12,Product A,515,Actual,515,515
2022-06-13,Product A,525,Actual,525,525
2022-06-14,Product A,538,Actual,538,538
2022-06-15,Product A,527,Actual,527,527
2022-06-16,Product A,514,Actual,514,514
2022-06-17,Product A,503,Actual,503,503
2022-06-18,Product A,508,Actual,508,508
2022-06-19,Product A,482,Actual,482,482
2022-06-20,Product A,523,Actual,523,523
2022-06-21,Product A,522,Actual,522,522
2022-06-22,Product A,539,Actual,539,539
2022-06-23,Product A,522,Actual,522,522
2022-06-24,Product A,516,Actual,516,516
2022-06-25,Product A,500,Actual,500,500
2022-06-26,Product A,522,Actual,522,522
2022-06-27,Product A,515,Actual,515,515
2022-06-28,Product A,542,Actual,542,542
2022-06-29,Product A,541,Actual,541,541
2022-06-30,Product A,527,Actual,527,527
2022-07-01,Product A,508,Actual,508,508
2022-07-02,Product A,506,Actual,506,506
2022-07-03,Product A,516,Actual,516,516
2022-07-04,Product A,519,Actual,519,519
2022-07-05,Product A,532,Actual,532,532
2022-07-06,Product A,515,Actual,515,515
2022-07-07,Product A,530,Actual,530,530
2022-07-08,Product A,505,Actual,505,505
2022-07-09,Product A,500,Actual,500,500
2022-07-10,Product A,506,Actual,506,506
2022-07-11,Product A,481,Actual,481,481
2022-07-12,Product A,530,Actual,530,530
2022-07-13,Product A,516,Actual,516,516
2022-07-14,Product A,512,Actual,512,512
2022-07-15,Product A,513,Actual,513,513
2022-07-16,Product A,477,Actual,477,477
2022-07-17,Product A,498,Actual,498,498
2022-07-18,Product A,509,Actual,509,509
2022-07-19,Product A,516,Actual,516,516
2022-07-20,Product A,513,Actual,513,513
2022-07-21,Product A,516,Actual,516,516
2022-07-22,Product A,521,Actual,521,521
2022-07-23,Product A,502,Actual,502,502
2022-07-24,Product A,492,Actual,492,492
2022-07-25,Product A,520,Actual,520,520
2022-07-26,Product A,512,Actual,512,512
2022-07-27,Product A,548,Actual,548,548
2022-07-28,Product A,525,Actual,525,525
2022-07-29,Product A,506,Actual,506,506
2022-07-30,Product A,500,Actual,500,500
2022-07-31,Product A,489,Actual,489,489
2022-08-01,Product A,502,Actual,502,502
2022-08-02,Product A,510,Actual,510,510
2022-08-03,Product A,524,Actual,524,524
2022-08-04,Product A,495,Actual,495,495
2022-08-05,Product A,498,Actual,498,498
2022-08-06,Product A,492,Actual,492,492
2022-08-07,Product A,488,Actual,488,488
2022-08-08,Product A,497,Actual,497,497
2022-08-09,Product A,521,Actual,521,521
2022-08-10,Product A,528,Actual,528,528
2022-08-11,Product A,509,Actual,509,509
2022-08-12,Product A,491,Actual,491,491
2022-08-13,Product A,491,Actual,491,491
2022-08-14,Product A,483,Actual,483,483
2022-08-15,Product A,504,Actual,504,504
2022-08-16,Product A,525,Actual,525,525
2022-08-17,Product A,523,Actual,523,523
2022-08-18,Product A,499,Actual,499,499
2022-08-19,Product A,504,Actual,504,504
2022-08-20,Product A,496,Actual,496,496
2022-08-21,Product A,498,Actual,498,498
2022-08-22,Product A,506,Actual,506,506
2022-08-23,Product A,507,Actual,507,507
2022-08-24,Product A,526,Actual,526,526
2022-08-25,Product A,516,Actual,516,516
2022-08-26,Product A,479,Actual,479,479
2022-08-27,Product A,487,Actual,487,487
2022-08-28,Product A,495,Actual,495,495
2022-08-29,Product A,507,Actual,507,507
2022-08-30,Product A,498,Actual,498,498
2022-08-31,Product A,513,Actual,513,513
2022-09-01,Product A,529,Actual,529,529
2022-09-02,Product A,482,Actual,482,482
2022-09-03,Product A,484,Actual,484,484
2022-09-04,Product A,472,Actual,472,472
2022-09-05,Product A,495,Actual,495,495
2022-09-06,Product A,515,Actual,515,515
2022-09-07,Product A,514,Actual,514,514
2022-09-08,Product A,496,Actual,496,496
2022-09-09,Product A,502,Actual,502,502
2022-09-10,Product A,494,Actual,494,494
2022-09-11,Product A,484,Actual,484,484
2022-09-12,Product A,501,Actual,501,501
2022-09-13,Product A,509,Actual,509,509
2022-09-14,Product A,520,Actual,520,520
2022-09-15,Product A,514,Actual,514,514
2022-09-16,Product A,493,Actual,493,493
2022-09-17,Product A,480,Actual,480,480
2022-09-18,Product A,474,Actual,474,474
2022-09-19,Product A,492,Actual,492,492
2022-09-20,Product A,510,Actual,510,510
2022-09-21,Product A,516,Actual,516,516
2022-09-22,Product A,512,Actual,512,512
2022-09-23,Product A,491,Actual,491,491
2022-09-24,Product A,483,Actual,483,483
2022-09-25,Product A,488,Actual,488,488
2022-09-26,Product A,489,Actual,489,489
2022-09-27,Product A,522,Actual,522,522
2022-09-28,Product A,523,Actual,523,523
2022-09-29,Product A,508,Actual,508,508
2022-09-30,Product A,490,Actual,490,490
2022-10-01,Product A,489,Actual,489,489
2022-10-02,Product A,489,Actual,489,489
2022-10-03,Product A,503,Actual,503,503
2022-10-04,Product A,505,Actual,505,505
2022-10-05,Product A,525,Actual,525,525
2022-10-06,Product A,516,Actual,516,516
2022-10-07,Product A,492,Actual,492,492
2022-10-08,Product A,495,Actual,495,495
2022-10-09,Product A,495,Actual,495,495
2022-10-10,Product A,519,Actual,519,519
2022-10-11,Product A,504,Actual,504,504
2022-10-12,Product A,517,Actual,517,517
2022-10-13,Product A,521,Actual,521,521
2022-10-14,Product A,493,Actual,493,493
2022-10-15,Product A,485,Actual,485,485
2022-10-16,Product A,495,Actual,495,495
2022-10-17,Product A,494,Actual,494,494
2022-10-18,Product A,530,Actual,530,530
2022-10-19,Product A,511,Actual,511,511
2022-10-20,Product A,519,Actual,519,519
2022-10-21,Product A,497,Actual,497,497
2022-10-22,Product A,507,Actual,507,507
2022-10-23,Product A,503,Actual,503,503
2022-10-24,Product A,515,Actual,515,515
2022-10-25,Product A,523,Actual,523,523
2022-10-26,Product A,516,Actual,516,516
2022-10-27,Product A,521,Actual,521,521
2022-10-28,Product A,505,Actual,505,505
2022-10-29,Product A,502,Actual,502,502
2022-10-30,Product A,495,Actual,495,495
2022-10-31,Product A,495,Actual,495,495
2022-11-01,Product A,531,Actual,531,531
2022-11-02,Product A,539,Actual,539,539
2022-11-03,Product A,513,Actual,513,513
2022-11-04,Product A,507,Actual,507,507
2022-11-05,Product A,514,Actual,514,514
2022-11-06,Product A,519,Actual,519,519
2022-11-07,Product A,534,Actual,534,534
2022-11-08,Product A,521,Actual,521,521
2022-11-09,Product A,526,Actual,526,526
2022-11-10,Product A,543,Actual,543,543
2022-11-11,Product A,513,Actual,513,513
2022-11-12,Product A,513,Actual,513,513
2022-11-13,Product A,521,Actual,521,521
2022-11-14,Product A,511,Actual,511,511
2022-11-15,Product A,547,Actual,547,547
2022-11-16,Product A,542,Actual,542,542
2022-11-17,Product A,550,Actual,550,550
2022-11-18,Product A,510,Actual,510,510
2022-11-19,Product A,509,Actual,509,509
2022-11-20,Product A,524,Actual,524,524
2022-11-21,Product A,512,Actual,512,512
2022-11-22,Product A,540,Actual,540,540
2022-11-23,Product A,546,Actual,546,546
2022-11-24,Product A,530,Actual,530,530
2022-11-25,Product A,542,Actual,542,542
2022-11-26,Product A,511,Actual,511,511
2022-11-27,Product A,519,Actual,519,519
2022-11-28,Product A,541,Actual,541,541
2022-11-29,Product A,558,Actual,558,558
2022-11-30,Product A,529,Actual,529,529
2022-12-01,Product A,524,Actual,524,524
2022-12-02,Product A,531,Actual,531,531
2022-12-03,Product A,515,Actual,515,515
2022-12-04,Product A,529,Actual,529,529
2022-12-05,Product A,553,Actual,553,553
2022-12-06,Product A,549,Actual,549,549
2022-12-07,Product A,561,Actual,561,561
2022-12-08,Product A,550,Actual,550,550
2022-12-09,Product A,540,Actual,540,540
2022-12-10,Product A,528,Actual,528,528
2022-12-11,Product A,531,Actual,531,531
2022-12-12,Product A,541,Actual,541,541
2022-12-13,Product A,562,Actual,562,562
2022-12-14,Product A,574,Actual,574,574
2022-12-15,Product A,548,Actual,548,548
2022-12-16,Product A,544,Actual,544,544
2022-12-17,Product A,540,Actual,540,540
2022-12-18,Product A,529,Actual,529,529
2022-12-19,Product A,579,Actual,579,579
2022-12-20,Product A,558,Actual,558,558
2022-12-21,Product A,569,Actual,569,569
2022-12-22,Product A,571,Actual,571,571
2022-12-23,Product A,550,Actual,550,550
2022-12-24,Product A,546,Actual,546,546
2022-12-25,Product A,547,Actual,547,547
2022-12-26,Product A,553,Actual,553,553
2022-12-27,Product A,576,Actual,576,576
2022-12-28,Product A,577,Actual,577,577
2022-12-29,Product A,563,Actual,563,563
2022-12-30,Product A,557,Actual,557,557
2022-12-31,Product A,548,Actual,548,548
2023-01-01,Product A,553,Actual,553,553
2023-01-02,Product A,542,Actual,542,542
2023-01-03,Product A,589,Actual,589,589
2023-01-04,Product A,593,Actual,593,593
2023-01-05,Product A,571,Actual,571,571
2023-01-06,Product A,569,Actual,569,569
2023-01-07,Product A,557,Actual,557,557
2023-01-08,Product A,548,Actual,548,548
2023-01-09,Product A,570,Actual,570,570
2023-01-10,Product A,588,Actual,588,588
2023-01-11,Product A,598,Actual,598,598
2023-01-12,Product A,572,Actual,572,572
2023-01-13,Product A,561,Actual,561,561
2023-01-14,Product A,570,Actual,570,570
2023-01-15,Product A,569,Actual,569,569
2023-01-16,Product A,569,Actual,569,569
2023-01-17,Product A,576,Actual,576,576
2023-01-18,Product A,592,Actual,592,592
2023-01-19,Product A,569,Actual,569,569
2023-01-20,Product A,574,Actual,574,574
2023-01-21,Product A,569,Actual,569,569
2023-01-22,Product A,565,Actual,565,565
2023-01-23,Product A,568,Actual,568,568
2023-01-24,Product A,598,Actual,598,598
2023-01-25,Product A,616,Actual,616,616
2023-01-26,Product A,603,Actual,603,603
2023-01-27,Product A,572,Actual,572,572
2023-01-28,Product A,570,Actual,570,570
